COD,GENERO,PESO,ALTURA
1803,F,56.41,1.69
3088,F,71.92,1.68
1101,M,63.04,1.85
7631,F,51.6,1.69
6798,M,60.29,1.77
925,F,62.62,1.74
5023,F,56.75,1.73
564,F,69.92,1.65
8896,M,75.24,1.91
3865,F,60.46,1.59
9293,F,43.68,1.79
5763,F,69.95,1.73
2238,M,69.13,1.72
9614,M,83.12,1.88
3162,M,80.73,1.66
9083,F,56.05,1.69
6366,F,59.12,1.72
889,M,74.78,1.89
9232,M,56.63,1.51
8238,F,62.87,1.67
8423,M,71.03,2.03
7957,F,62.84,1.55
1811,F,60.66,1.72
3674,M,71.37,1.7
9919,M,73.6,1.76
5419,F,56.47,1.64
804,M,84.34,1.8
9035,F,68.52,1.72
9831,F,79.31,1.7
5923,M,77.27,1.68
3030,M,59.73,1.86
6536,F,66.94,1.73
9043,F,59.06,1.66
3071,F,69.45,1.54
2878,F,67.8,1.64
8193,M,86.75,1.77
5459,M,77.76,1.96
3324,M,71.75,1.82
972,F,65.66,1.77
111,M,61.43,1.82
6062,F,66.91,1.59
6275,M,73.45,1.54
31,M,79.78,1.78
3595,F,65.98,1.6
8839,F,54.43,1.48
1528,M,84.43,1.68
580,M,79.13,1.88
4949,F,65.59,1.51
6890,F,69.57,1.62
9508,F,57.4,1.61
2569,F,57.99,1.76
7910,M,76.58,1.94
4943,M,85.68,1.82
5387,M,89.81,1.83
6162,F,68.13,1.88
966,F,70.91,1.7
9932,F,67.46,1.58
8303,F,71.88,1.59
4954,M,106.05,2.1
5555,F,61.91,1.67
4270,F,71.98,1.73
5446,M,62.7,1.64
7520,F,77.06,1.55
6971,M,79.53,1.72
8249,F,69.21,1.8
1159,F,59.33,1.78
1024,M,82.2,1.91
9711,M,78.96,1.74
3252,M,75.21,1.7
9750,F,63.54,1.58
8228,F,80.2,1.85
4838,M,90.64,1.71
4535,M,65.79,1.83
4023,F,60.96,1.66
6830,M,71.83,1.79
9106,M,74.55,1.82
6861,M,76.27,1.85
2663,F,68.68,1.68
6502,F,77.46,1.62
4892,M,88.41,1.86
2426,M,76.9,1.79
7331,M,81.26,1.87
363,M,83.36,1.76
6569,F,56.54,1.7
7315,F,68.17,1.75
2845,F,67.02,1.71
3437,M,69.79,1.9
4571,M,71.54,1.82
612,M,90.47,1.82
5179,F,55.31,1.64
9018,M,59.4,1.74
9079,M,73.18,1.71
4150,M,82.79,1.94
1647,M,77.05,1.78
1048,M,78.36,1.54
8109,F,63.48,1.86
6530,M,72.74,1.74
2771,F,68.15,1.62
2833,F,79.82,1.78
1316,M,81.54,1.72
6588,M,72.91,1.9
1727,F,62.64,1.69
4618,M,71.64,1.9
8381,M,85.21,1.96
6031,F,61.06,1.7
1986,M,83.18,1.58
8402,M,84.73,1.9
9917,F,64.67,1.74
3481,M,66.27,1.88
5810,M,59.49,1.75
701,F,58.85,1.53
9057,F,57.99,1.65
6632,M,70.25,1.81
7858,F,64.84,1.6
5602,M,60.3,1.76
1962,M,91.74,1.88
5761,M,87.77,2.04
7106,M,80.24,1.63
9419,F,64.32,1.66
8182,M,70.88,1.99
2848,F,58.1,1.74
7537,M,63.15,1.72
4701,F,83.26,1.71
1497,F,61.56,1.68
8522,M,78.21,1.74
7191,F,70.88,1.64
603,M,65.25,1.59
7031,M,84.63,1.9
4387,F,56.95,1.68
8794,F,64.51,1.69
6101,M,76.4,1.71
2161,M,71.9,1.66
1804,F,46.23,1.74
1496,F,65.28,1.64
3853,M,80.86,1.79
4144,F,60.78,1.73
9769,M,74.15,1.75
9188,F,57.27,1.74
3503,F,71.64,1.63
8060,F,51.71,1.64
4149,M,84.73,1.76
2333,M,67.76,1.86
8541,F,63.05,1.74
9922,F,62.11,1.71
9255,F,78.62,1.66
5225,F,58.73,1.69
2698,F,67.35,1.79
8549,M,68.65,1.76
1733,M,83.89,1.68
2195,F,66.64,1.77
646,F,65.42,1.61
7472,F,74.75,1.57
3280,F,59.12,1.76
7046,F,64.25,1.88
9472,F,72.51,1.93
1351,M,65.28,1.92
3851,M,70.01,1.66
2840,M,73.13,1.71
7296,M,79.48,1.67
6719,M,83.6,1.9
1274,F,66.43,1.71
964,M,56.08,1.81
7709,F,72.36,1.49
533,F,60.66,1.69
7607,M,90.92,1.87
8294,M,74.54,1.68
5808,M,73.85,1.92
9237,M,75.23,1.69
3702,F,58.88,1.6
5522,M,86.53,1.77
2708,F,52.83,1.66
8854,F,77.32,1.78
8632,F,72.31,1.4
9424,M,83.59,1.81
1757,M,84.39,1.65
9961,F,69.65,1.71
7692,F,58.04,1.53
9741,F,57.41,1.81
8050,F,60.42,1.87
942,M,94.7,1.93
9373,F,75.25,1.81
2805,M,87.93,1.74
3398,F,69.38,1.46
6736,F,65.43,1.83
1888,F,62.2,1.56
1593,M,97.8,1.93
3775,M,75.58,1.79
7022,M,81.52,1.95
5791,M,81.99,1.74
5780,F,82.35,1.64
6689,M,60.07,1.93
2863,F,60.35,1.43
6865,F,73.82,1.48
3737,F,77.02,1.86
4543,M,81.93,1.88
1963,M,74.93,1.8
1838,M,97.97,1.83
119,F,85.7,1.41
767,M,55.68,1.88
4399,M,82.53,1.91
8012,M,71.49,1.8
9031,F,60.29,1.66
174,M,68.11,1.82
782,M,72.14,1.72
2565,M,73.9,1.89
471,F,65.75,1.55
1908,F,58.24,1.58
8210,M,83.67,1.7
8339,F,42.98,1.56
3165,M,82.23,1.63
3761,M,82.08,1.77
4254,F,60.7,1.74
9968,F,57.82,1.75
9414,F,63.79,1.73
3268,F,59.11,1.64
3494,F,66.37,1.81
1799,F,63.93,1.59
4380,F,60.17,1.66
4844,M,70.78,1.76
8901,F,65.09,1.73
7209,F,68.1,1.73
1120,F,84.67,1.63
8939,M,71.57,1.83
353,M,62.61,1.69
9134,F,74.55,1.79
418,M,52.69,1.83
7439,M,79.0,1.9
4733,M,82.84,1.65
4233,M,81.65,1.63
4335,M,89.04,1.44
3456,M,97.24,1.8
1803,M,75.43,1.93
4128,M,72.32,1.87
2309,F,61.26,1.81
8640,M,69.93,1.83
5497,M,84.23,1.63
8839,M,74.99,1.87
5583,M,102.13,1.86
9943,F,67.6,1.74
7420,F,67.88,1.82
6730,M,72.99,1.57
6009,F,69.35,1.73
7330,F,58.66,1.58
5956,M,71.95,1.69
7974,M,74.94,1.8
1780,M,57.56,1.92
2058,F,70.83,1.51
680,M,78.36,1.83
5902,F,61.56,1.59
801,M,75.79,1.57
9037,F,68.69,1.8
1665,M,87.1,1.46
3251,M,74.9,1.79
260,M,67.19,1.82
8919,F,64.79,1.46
8671,M,71.01,1.73
6962,F,70.24,1.79
1529,F,60.96,1.73
9593,M,74.15,1.87
2904,M,80.05,1.95
7009,M,88.65,1.72
1220,M,84.66,1.71
3586,F,75.33,1.72
1475,F,66.4,1.72
8517,F,65.47,1.48
3993,M,71.62,1.92
3741,F,57.63,1.75
873,F,61.4,1.63
1836,F,69.9,1.78
8456,F,75.25,1.72
8455,M,74.97,1.78
9308,F,82.51,1.56
7976,F,59.13,1.75
9176,F,68.49,1.59
5832,F,58.42,1.57
8350,F,66.33,1.81
2015,M,66.95,1.88
1368,F,54.48,1.63
7033,F,67.22,1.52
2359,F,58.47,1.6
7527,F,79.62,1.83
4416,M,67.76,1.73
1581,F,65.74,1.76
3797,F,54.95,1.61
673,F,67.36,1.69
4226,F,66.9,1.65
5914,M,85.11,1.83
6907,F,54.95,1.75
6997,M,74.82,1.71
9370,F,58.72,1.66
7231,F,61.57,1.34
6386,F,59.03,1.66
212,F,61.98,1.55
5844,F,50.45,1.67
3589,F,66.48,1.67
6651,M,74.4,1.82
5298,F,59.07,1.67
6400,M,63.9,1.74
1424,F,68.71,1.58
8816,M,80.46,1.71
6765,F,59.39,1.78
6780,F,52.48,1.55
977,F,57.54,1.77
7947,M,93.13,1.75
732,F,60.97,1.84
1946,F,57.78,1.63
8514,M,66.41,1.59
7980,F,74.88,1.64
7857,F,82.21,1.58
9040,F,72.48,1.76
8963,F,60.08,1.68
3109,F,52.89,1.67
6552,F,80.31,1.58
3815,F,61.51,1.65
8739,M,81.44,1.86
395,F,69.98,1.77
2408,F,57.2,1.56
3414,M,61.98,1.58
98,M,89.38,1.8
1069,M,59.92,1.77
2003,F,63.29,1.53
4011,F,54.54,1.66
8410,F,61.18,1.51
7967,M,70.57,1.74
1070,F,70.73,1.57
6663,M,71.45,1.82
3407,M,81.55,1.72
684,F,63.5,1.62
9212,F,68.63,1.72
7112,F,87.83,1.66
8832,M,94.73,1.89
7765,F,59.49,1.84
7270,M,64.56,1.85
8108,F,65.31,1.68
8864,F,72.71,1.66
5514,F,56.99,1.68
122,M,85.87,1.63
2669,F,65.01,1.73
8186,M,69.21,1.68
4536,F,54.21,1.67
6210,F,51.54,1.81
832,M,80.09,1.76
2526,M,71.24,1.71
3170,F,56.78,1.64
9069,M,77.02,1.77
6464,M,54.09,1.98
42,M,64.99,1.79
7144,F,58.13,1.77
17,M,78.77,1.74
403,M,81.51,1.78
4965,F,67.38,1.67
7519,F,60.65,1.79
7498,M,87.24,1.61
7219,F,72.14,1.73
7630,M,81.86,1.84
5426,F,48.87,1.64
1646,F,69.91,1.7
4842,F,54.65,1.83
6563,F,70.03,1.53
1270,M,69.04,1.89
2359,M,70.4,1.81
3987,F,60.68,1.68
4305,M,79.18,1.59
9200,M,70.84,1.77
9534,F,63.42,1.62
5664,M,79.82,1.86
3638,F,62.46,1.71
1177,M,80.25,1.68
2069,M,60.62,1.8
5097,F,59.24,1.58
7731,F,68.73,1.75
984,F,61.83,1.5
5868,F,58.03,1.64
1060,F,75.19,1.69
4905,F,57.43,1.62
7598,F,65.53,1.66
5768,F,55.42,1.76
7756,F,63.07,1.77
5384,F,58.25,1.65
7583,F,75.93,1.5
1788,M,93.42,1.66
5281,M,76.78,1.76
3614,M,70.36,1.66
5021,F,53.43,1.77
2972,M,77.28,1.8
8327,F,66.82,1.63
4104,F,79.64,1.7
3208,F,68.28,1.84
4873,M,52.95,1.8
6094,M,72.7,1.9
5219,F,65.88,1.73
2055,M,83.93,1.79
5163,M,81.69,1.74
9913,M,92.07,1.77
8378,M,80.94,1.85
5480,F,65.23,1.53
9335,M,77.1,1.6
868,F,68.28,1.92
8230,M,73.74,1.82
1180,M,76.25,1.92
3234,M,82.42,1.49
5605,M,62.88,1.71
96,M,76.92,1.72
3975,F,52.27,1.49
4656,F,62.6,1.94
7577,M,74.62,1.87
3684,M,79.42,1.84
5548,M,58.02,1.66
5968,F,78.79,1.47
8643,M,91.08,1.84
8516,F,57.1,1.61
5771,M,92.2,1.79
5072,M,74.16,1.66
6223,M,65.56,1.78
9027,M,64.54,1.54
4203,M,86.34,1.78
8925,F,57.01,1.81
609,F,57.07,1.58
5879,F,76.27,1.65
4103,M,90.29,1.69
4479,F,76.05,1.7
1620,M,69.17,1.96
8750,F,67.43,1.7
1215,M,77.44,2.05
2693,M,64.68,1.76
8249,M,80.16,1.79
2025,M,82.23,1.82
2341,M,92.45,1.76
5793,M,71.27,1.92
5455,F,57.43,1.56
5782,M,73.2,1.79
1195,M,70.08,1.8
9366,M,70.7,1.89
5728,M,80.12,1.88
4000,M,81.11,1.8
7500,M,96.89,1.71
9801,F,78.6,1.82
1644,F,68.99,1.73
6298,F,65.62,1.71
970,M,70.14,1.84
2805,M,89.56,1.66
861,M,83.3,1.9
6539,F,63.36,1.7
847,F,62.34,1.87
7315,M,94.89,1.78
8751,M,67.93,1.9
957,M,72.43,1.84
1328,F,67.62,1.76
9572,M,62.9,1.84
2541,M,89.38,1.78
4683,F,67.45,1.46
1447,M,51.36,1.89
6468,M,79.92,1.76
7648,M,48.2,1.82
5562,F,61.02,1.82
6099,F,79.38,1.7
348,M,87.45,1.95
5681,F,57.7,1.5
7204,F,54.69,1.59
9384,M,101.11,1.75
1332,M,64.44,1.76
5594,F,61.84,1.7
8309,M,86.98,1.76
8991,F,73.25,1.71
1738,M,86.92,1.8
1243,M,78.92,1.76
8352,M,76.3,1.79
9678,F,71.96,1.66
4025,M,73.82,1.78
3172,F,71.98,1.64
4649,F,72.45,1.68
2943,M,69.78,1.76
8955,F,51.98,1.7
2308,F,70.77,1.73
825,F,64.99,1.75
6471,M,61.47,1.72
3683,M,79.31,1.75
3205,M,84.76,1.78
4581,F,84.59,1.57
8526,M,64.18,1.79
7266,M,95.25,1.8
2006,F,62.29,1.65
3791,M,89.47,1.84
6914,F,67.4,1.58
5364,F,62.23,1.71
7970,F,48.49,1.69
9619,M,67.94,1.75
8389,M,83.44,1.66
4490,F,69.72,1.76
6590,M,85.84,1.73
6911,M,79.97,1.83
8285,M,63.9,1.85
4627,M,73.52,1.94
9704,M,91.11,1.82
6859,M,93.55,1.81
2011,M,77.14,1.94
7737,F,77.38,1.85
1071,F,71.91,1.79
9544,M,69.69,1.86
2523,M,83.43,1.86
3587,M,82.04,1.66
8825,F,73.52,1.71
8374,F,67.73,1.58
6924,F,64.74,1.64
9793,M,88.87,1.86
3261,M,78.5,1.85
1284,M,98.94,2.0
9806,F,61.08,1.72
6633,F,70.51,1.83
1945,M,71.65,1.78
7056,M,51.4,1.79
1539,F,58.14,1.6
2841,M,83.1,1.8
2719,M,76.66,1.74
8095,F,54.31,1.58
2718,M,61.34,1.96
9548,F,51.72,1.77
8979,F,74.98,1.6
5066,F,68.39,1.54
9688,F,77.34,1.64
8116,F,64.75,1.61
8421,F,60.95,1.69
9299,F,57.28,1.67
8430,M,76.34,1.83
6023,M,84.17,1.55
9621,M,62.83,1.74
6831,M,61.99,1.84
4320,F,73.81,1.68
951,F,66.01,1.78
6916,F,83.36,1.56
501,M,85.11,1.67
5412,M,78.86,1.75
2565,F,65.4,1.94
6145,M,58.67,1.83
9258,M,66.21,1.87
795,F,62.04,1.75
1954,M,71.56,1.77
7526,M,70.92,1.7
6639,M,75.5,1.88
358,F,58.75,1.98
7334,F,59.1,1.54
3844,M,54.74,1.76
5587,M,86.23,1.78
8288,F,53.57,1.74
5622,M,61.64,1.87
3962,F,52.74,1.69
4066,F,67.16,1.55
3406,F,69.74,1.8
7404,F,59.19,1.79
8780,F,70.12,1.55
8946,M,69.09,1.78
6623,M,77.68,1.81
1259,F,74.42,1.55
4586,F,66.73,1.62
5134,M,75.04,1.77
7671,M,78.73,1.84
7685,F,66.57,1.72
2571,M,71.06,1.81
5442,F,58.44,1.65
7740,M,87.31,1.72
1806,F,49.6,1.85
1979,F,67.79,1.86
4567,F,64.02,1.59
8090,M,97.35,1.87
6394,M,87.38,1.78
559,M,68.83,1.81
5553,M,90.3,1.68
9070,F,63.13,1.67
343,F,52.35,1.73
9363,M,75.25,1.58
4586,F,74.26,1.79
8848,M,72.97,1.79
8077,M,78.75,1.72
7300,F,73.01,1.74
3238,F,62.63,1.67
4800,F,65.73,1.85
4257,M,64.92,1.67
7299,M,72.57,1.72
9091,M,62.55,1.82
1753,M,78.29,1.84
6590,M,69.31,1.79
845,M,75.48,1.78
1763,F,52.04,1.57
3366,F,76.82,1.73
9785,M,68.44,1.82
1912,F,65.58,1.55
1667,M,61.93,1.82
8020,F,71.17,1.62
1776,M,79.04,1.58
1360,M,102.37,1.69
9949,M,61.15,1.63
257,M,81.46,1.77
4215,F,72.3,1.71
345,F,52.41,1.48
6342,M,72.0,1.78
5317,F,59.7,1.74
8314,M,86.62,1.86
6112,F,71.95,1.79
4279,M,62.61,1.63
8820,M,90.37,1.89
4209,M,74.78,1.69
2833,F,74.1,1.89
9663,M,54.08,1.75
4709,M,73.01,1.9
2221,M,81.56,1.68
7733,F,48.46,1.79
3893,M,82.58,1.95
1980,F,51.84,1.68
2987,F,56.38,1.63
6469,M,75.47,1.78
2981,F,69.09,1.81
4601,F,74.8,1.85
9195,F,60.35,1.44
7642,F,64.08,1.57
5758,F,67.5,1.54
5404,F,64.8,1.64
3730,M,81.23,1.82
6814,F,69.01,1.75
3049,F,56.88,1.54
2681,M,79.56,1.83
2473,F,80.09,1.63
8400,F,74.88,1.71
2199,F,56.88,1.58
4825,M,90.29,1.91
3329,F,78.6,1.58
4877,M,81.09,1.96
9180,F,81.2,1.76
9685,F,72.4,1.62
3503,M,76.0,1.79
5163,F,75.69,1.61
8759,F,59.01,1.54
4989,F,59.97,1.85
5460,M,49.03,1.74
5297,F,73.83,1.6
2296,F,69.58,1.61
2648,M,87.42,1.79
4570,M,59.56,1.71
1428,M,79.76,1.75
237,M,72.29,1.75
6359,F,55.36,1.69
6486,M,64.19,1.64
4705,F,66.02,1.51
5446,F,69.47,1.49
6,F,71.25,1.65
8996,M,83.9,1.73
1804,F,66.97,1.66
2964,F,63.59,1.61
903,F,67.38,1.56
5631,F,63.81,1.62
639,M,75.38,1.66
7796,M,83.31,1.88
6099,M,97.29,1.86
44,M,89.32,1.89
8258,M,73.79,1.79
5191,M,91.37,1.71
630,M,65.48,1.59
2937,F,71.05,1.75
9018,M,61.04,1.91
6658,M,83.79,1.77
9227,F,78.12,1.68
4642,M,61.1,1.83
176,M,76.37,1.77
1632,F,65.37,1.85
7631,F,45.52,1.61
6123,M,92.85,1.79
2849,F,52.94,1.65
3997,M,88.74,1.81
5835,F,67.34,1.61
4862,M,59.26,1.89
8195,M,74.38,1.8
7904,F,68.35,1.85
7595,F,66.46,1.71
1857,M,81.11,1.91
1131,F,57.53,1.58
9133,F,56.8,1.6
7318,F,69.16,1.74
9851,M,85.02,1.8
1230,F,57.09,1.76
3443,F,60.99,1.8
6186,F,68.9,1.63
9681,M,76.44,1.8
2362,F,75.74,1.78
5557,F,59.44,1.64
3035,F,61.25,1.66
1653,M,58.25,1.75
6299,F,69.88,1.7
4681,M,85.78,1.74
9765,M,68.81,1.66
209,M,81.89,1.84
9550,F,62.27,1.57
2245,F,73.55,1.72
5053,M,94.62,1.66
8699,F,65.31,1.76
5772,M,85.31,1.89
4771,M,79.05,1.91
6580,F,66.22,1.68
1057,F,83.45,1.55
3065,F,54.9,1.85
1328,M,64.35,1.89
4527,M,87.19,1.78
6241,M,77.85,1.91
7851,F,63.87,1.75
38,M,75.15,1.66
942,F,68.11,1.67
7634,F,70.69,1.63
9105,M,77.2,1.84
3694,M,89.54,1.97
3156,F,48.5,1.57
1236,M,86.92,2.0
1272,F,53.98,1.67
7295,M,81.02,1.78
7041,F,60.66,1.66
2880,F,61.62,1.74
9677,M,80.02,1.69
9483,F,62.42,1.75
1702,M,76.31,1.66
8147,F,61.65,1.67
7178,F,61.04,1.46
7641,F,51.25,1.49
8621,F,69.65,1.75
7540,F,71.09,1.71
1400,F,58.45,1.65
3634,M,77.89,1.87
9014,M,66.01,1.9
4222,M,79.34,1.77
3377,F,71.51,1.71
1581,M,74.67,1.66
2676,F,59.31,1.91
1260,M,85.55,1.68
1764,F,52.8,1.88
7243,M,70.55,1.83
572,F,68.78,1.78
7266,M,93.3,1.83
9687,M,93.28,1.68
1295,F,55.33,1.62
680,M,59.45,1.92
9222,M,72.75,1.81
6285,F,61.28,1.68
4885,M,61.0,1.66
1162,M,92.21,1.8
9115,M,75.04,1.62
5558,F,56.38,1.61
7087,M,62.89,1.82
3802,F,67.93,1.83
6579,M,81.06,1.7
529,F,54.29,1.72
9531,F,60.68,1.66
7771,F,64.99,1.67
3887,M,77.26,1.6
2732,M,81.2,1.93
9937,F,54.98,1.79
9103,F,66.2,1.68
9711,M,78.38,1.68
9464,M,76.48,1.89
5487,M,88.13,1.86
8395,M,92.98,1.67
3476,M,77.28,1.78
7372,F,69.69,1.77
4022,M,53.33,1.8
990,F,70.71,1.64
6944,F,62.32,1.58
867,F,58.26,1.67
4760,F,63.01,1.67
1342,F,60.92,1.57
3765,F,65.14,1.62
518,M,65.28,1.85
8235,F,71.85,1.66
3659,M,77.81,1.76
7522,M,102.26,1.73
1744,F,75.29,1.65
7370,F,58.01,1.7
6521,M,74.62,1.62
6667,F,84.55,1.59
1953,F,61.72,1.65
6488,M,79.16,1.84
3411,M,68.92,1.76
728,F,69.64,1.67
3419,M,86.32,1.64
2208,M,70.53,1.84
5993,F,65.12,1.87
1927,F,65.8,1.71
662,F,64.01,1.58
7407,M,74.52,1.72
1864,F,67.78,1.62
6382,M,81.76,1.72
7113,M,87.54,1.96
1473,M,69.75,1.74
9537,M,70.43,1.66
1663,M,77.51,1.68
696,M,73.48,1.81
7823,M,74.45,1.87
3399,F,63.75,1.42
9264,F,59.45,1.69
4406,F,55.02,1.51
4920,M,77.25,1.94
9005,M,88.14,1.72
1423,M,81.99,1.87
4088,F,68.04,1.55
3319,M,72.72,1.9
347,M,76.1,1.53
2546,M,89.93,1.82
5720,M,68.13,1.72
9757,M,72.15,1.82
8913,F,79.33,1.75
1744,F,51.12,1.63
1324,M,65.41,1.81
8974,F,68.33,1.76
6500,M,71.91,1.72
2972,F,75.16,1.68
5747,F,71.07,1.8
7737,F,72.36,1.89
1232,F,78.13,1.58
1382,M,81.83,1.94
5508,F,66.88,1.82
7107,M,91.47,1.84
6076,F,67.27,1.69
3169,F,59.26,1.67
500,M,66.17,1.95
1501,F,72.05,1.75
7590,M,93.96,1.9
5690,M,85.78,1.79
2953,F,69.66,1.73
3857,F,74.49,1.64
8684,M,87.42,1.51
2618,F,76.0,1.73
9788,M,77.83,1.77
7624,M,83.14,1.61
6963,M,75.81,1.8
3365,M,82.0,1.7
7222,M,86.62,1.69
2801,M,88.13,1.99
2680,M,89.57,1.73
8320,F,75.4,1.75
5505,F,55.32,1.56
2305,F,68.06,1.62
7406,M,79.96,1.67
9461,M,67.29,1.74
7253,F,72.43,1.76
7119,F,70.53,1.6
1354,F,61.35,1.84
4835,M,65.25,1.83
5343,F,57.52,1.68
1397,M,86.9,1.87
5022,M,61.21,2.01
8274,F,55.48,1.37
6510,M,80.03,1.71
8015,M,72.34,1.9
7506,M,86.94,1.77
8474,F,56.43,1.64
6870,M,65.86,1.68
43,M,85.55,1.79
1660,F,72.41,1.55
1106,F,71.92,1.67
1707,M,67.49,1.77
9927,F,63.14,1.94
6482,F,73.94,1.66
8984,M,93.71,1.79
3885,M,63.52,1.81
2301,F,43.54,1.39
2564,F,68.39,1.64
9474,M,101.83,1.67
5783,M,83.51,1.75
7204,F,62.2,1.89
5998,F,70.26,1.7
3231,F,76.87,1.67
5752,F,69.12,1.6
1406,F,52.61,1.73
7123,M,67.1,1.87
9443,M,65.95,1.64
2214,M,78.55,1.84
6719,F,57.85,1.56
3791,M,73.79,1.78
4676,F,65.28,1.49
3902,F,64.28,1.59
2870,M,70.58,1.77
3950,F,56.51,1.49
8358,F,60.69,1.55
2207,M,102.64,1.94
9959,F,73.75,1.83
8602,M,84.7,1.73
4360,F,47.96,1.61
3605,M,65.69,1.7
489,M,73.37,1.67
3561,M,76.93,1.82
488,M,94.58,1.69
3771,F,56.62,1.7
7190,M,90.86,1.92
7728,M,68.23,1.98
4370,M,53.92,1.87
4650,M,75.15,1.7
6812,M,81.54,1.69
7705,F,55.46,1.64
4525,M,82.72,1.92
3704,M,79.46,1.76
3410,F,63.9,1.86
9711,F,70.17,1.64
2171,F,70.9,1.71
5285,F,67.66,1.74
2669,M,94.66,1.94
2341,F,62.83,1.59
803,F,62.76,1.83
9250,M,82.58,1.79
5970,F,81.66,1.59
9454,M,75.79,1.98
3403,M,80.11,1.68
5841,F,52.65,1.57
4092,F,61.86,1.7
539,M,74.59,1.76
3979,F,66.74,1.73
1190,M,69.43,1.67
5839,M,85.35,1.76
4415,F,63.67,1.66
4008,M,58.91,1.92
8236,F,62.79,1.66
3727,M,76.04,1.67
9592,F,80.56,1.79
9636,M,69.53,1.83
3280,M,92.32,1.87
3924,M,64.93,1.8
6927,F,70.63,1.51
8140,F,66.98,1.82
6683,M,71.86,1.71
5218,M,76.46,1.74
690,M,60.48,1.69
5955,M,69.57,1.76
8065,M,77.07,1.65
7589,F,70.8,1.62
7564,M,71.0,1.5
8172,M,67.43,1.75
911,M,68.86,1.82
4138,M,83.19,1.81
7074,M,76.69,1.68
7495,M,73.71,1.71
7584,M,82.96,1.77
4583,M,102.8,1.8
1730,F,62.11,1.57
756,M,77.43,1.82
917,M,85.91,1.81
747,M,79.33,1.67
590,M,67.31,1.78
8647,F,65.54,1.63
103,M,80.63,1.88
7290,F,58.22,1.94
2942,M,86.65,1.65
843,F,67.3,1.6
9436,F,50.78,1.46
4449,M,67.69,1.89
3736,F,74.07,1.6
8351,F,74.2,1.62
1875,M,72.16,1.79
7928,M,90.75,1.64
87,F,66.35,1.62
351,F,77.81,1.92
7197,F,64.2,1.66
3638,F,68.56,1.62
9592,M,75.07,1.91
4002,F,64.96,1.73
6144,F,50.11,1.68
2167,M,81.97,1.88
9787,M,81.63,1.66
1104,F,63.48,1.78
4030,M,78.6,1.81
6905,M,73.25,2.0
4516,M,58.52,1.85
5102,M,76.21,1.82
258,M,70.37,1.77
7058,M,71.91,1.78
1489,F,53.95,1.61
9689,M,78.57,1.66
3456,F,53.17,1.51
6976,M,76.41,1.83
7636,M,91.24,1.85
8113,F,70.56,1.56
5668,M,76.74,1.86
3350,M,57.74,1.68
1216,M,91.83,1.81
4322,M,82.98,1.85
2034,M,86.05,1.73
4120,M,73.73,1.77
3308,M,46.61,1.74
7911,F,58.79,1.84
3458,M,73.73,1.7
6503,F,61.99,1.81
1375,M,77.68,1.8
6735,M,75.06,1.77
6347,M,62.86,1.75
1658,M,69.73,1.73
3048,F,69.43,1.55
9388,F,46.45,1.59
936,F,62.08,1.58
2361,F,70.97,1.52
5379,F,70.46,1.68
6512,M,83.0,1.87
7589,F,58.99,1.67
2387,M,62.14,1.75
3446,F,78.85,1.84
1226,F,65.79,1.52
8046,F,62.16,1.84
9579,M,72.52,1.98
9609,M,66.83,1.8
5369,M,57.37,1.98
9591,F,44.49,1.84
1058,M,81.69,1.78
8495,M,74.82,1.79
2842,F,66.25,1.53
2855,F,75.03,1.55
3598,F,66.31,1.73
6301,M,82.93,1.82
2959,M,91.94,1.85
2589,F,60.58,1.8
1297,F,77.28,1.87
4573,F,65.67,1.42
6652,F,71.55,1.67
5960,M,58.81,1.78
8033,M,91.82,1.8
3925,M,62.45,1.9
8680,M,83.06,1.79
3801,M,84.37,1.73
8280,M,87.87,1.77
1157,F,63.42,1.56
5763,F,50.17,1.69
7729,F,64.15,1.8
3122,M,76.65,1.88
4251,M,78.11,1.73
2812,F,63.23,1.57
7721,M,67.79,2.03
7010,F,58.92,1.54
8179,F,79.3,1.72
2222,M,66.21,1.77
8290,M,76.7,1.95
9394,F,63.82,1.72
9741,M,86.0,1.85
4681,M,85.84,1.86
3393,M,63.92,1.92
2315,M,80.26,1.86
8094,M,85.2,1.8
1074,M,81.19,1.93
6753,F,69.02,1.75
1647,M,68.1,1.91
7718,M,71.01,1.77
202,M,76.78,1.79
5003,M,73.48,1.74
7955,F,70.12,1.69
6699,M,75.51,1.67
8261,F,55.94,1.77
5354,M,90.29,1.86
7468,F,70.58,1.47
9526,F,68.99,1.61
4747,F,64.93,1.83
5611,M,80.99,1.85
8994,M,78.31,1.69
4307,M,79.13,1.84
9768,M,85.12,1.63
8586,M,71.67,1.72
1857,F,74.14,1.69
8605,F,75.53,1.62
8171,F,49.62,1.67
8782,F,66.83,1.73
2392,M,92.31,1.87
5452,M,67.79,1.77
3256,F,69.07,1.63
2937,M,93.51,1.68
114,M,82.72,1.83
2540,M,66.5,1.84
829,F,58.59,1.62
2005,M,72.83,1.68
7385,M,74.57,1.84
4747,M,72.41,1.67
8040,F,64.31,1.68
6659,F,60.5,1.81
1385,F,63.89,1.81
2893,F,54.44,1.82
4073,F,79.21,1.81
7337,F,62.96,1.57
3091,F,81.81,1.57
8555,M,83.78,1.82
6575,F,59.58,1.62
9663,M,67.96,1.78
8305,M,65.22,1.82
1869,M,69.07,1.85
1356,M,68.77,1.83
5558,M,74.0,1.9
9487,F,56.67,1.52
